time,x,y,z,yaw,setpoint_x,setpoint_y,setpoint_z,setpoint_yaw,setpoint_speed,current_speed,mode
0.064,-3.612,-1.301,0.410,0.000,-3.612,-1.301,10.000,1.467,0.200,0.000,CIRCLE
0.096,-3.612,-1.301,0.412,0.001,-3.612,-1.301,10.000,2.200,0.200,0.007,CIRCLE
0.128,-3.611,-1.301,0.416,0.003,-3.612,-1.301,10.000,2.934,0.200,0.009,CIRCLE
0.160,-3.611,-1.301,0.421,0.005,-3.612,-1.301,10.000,3.667,0.200,0.013,CIRCLE
0.192,-3.610,-1.301,0.427,0.008,-3.612,-1.301,10.000,4.400,0.200,0.016,CIRCLE
0.224,-3.610,-1.301,0.435,0.011,-3.612,-1.301,10.000,5.134,0.200,0.019,CIRCLE
0.256,-3.609,-1.302,0.443,0.015,-3.612,-1.301,10.000,5.867,0.200,0.023,CIRCLE
0.288,-3.608,-1.302,0.453,0.019,-3.612,-1.301,10.000,6.600,0.200,0.026,CIRCLE
0.320,-3.607,-1.302,0.464,0.024,-3.612,-1.301,10.000,7.334,0.200,0.029,CIRCLE
0.352,-3.606,-1.302,0.477,0.030,-3.612,-1.301,10.000,8.067,0.200,0.032,CIRCLE
0.384,-3.605,-1.302,0.490,0.036,-3.612,-1.301,10.000,8.801,0.200,0.036,CIRCLE
0.416,-3.604,-1.302,0.504,0.043,-3.612,-1.301,10.000,9.534,0.200,0.039,CIRCLE
0.448,-3.602,-1.303,0.519,0.050,-3.612,-1.301,10.000,10.267,0.200,0.042,CIRCLE
0.480,-3.601,-1.303,0.536,0.057,-3.612,-1.301,10.000,11.001,0.200,0.045,CIRCLE
0.512,-3.599,-1.303,0.553,0.065,-3.612,-1.301,10.000,11.734,0.200,0.048,CIRCLE
0.544,-3.598,-1.303,0.571,0.074,-3.612,-1.301,10.000,12.468,0.200,0.051,CIRCLE
0.576,-3.596,-1.303,0.590,0.082,-3.612,-1.301,10.000,13.201,0.200,0.053,CIRCLE
0.608,-3.594,-1.304,0.610,0.091,-3.612,-1.301,10.000,13.934,0.200,0.056,CIRCLE
0.640,-3.592,-1.304,0.630,0.101,-3.612,-1.301,10.000,14.668,0.200,0.058,CIRCLE
0.672,-3.590,-1.304,0.652,0.111,-3.612,-1.301,10.000,15.401,0.200,0.060,CIRCLE
0.704,-3.588,-1.304,0.674,0.121,-3.612,-1.301,10.000,16.135,0.200,0.063,CIRCLE
0.736,-3.586,-1.305,0.697,0.131,-3.612,-1.301,10.000,16.868,0.200,0.065,CIRCLE
0.768,-3.584,-1.305,0.721,0.142,-3.612,-1.301,10.000,17.601,0.200,0.067,CIRCLE
0.800,-3.582,-1.305,0.746,0.152,-3.612,-1.301,10.000,18.335,0.200,0.069,CIRCLE
0.832,-3.579,-1.305,0.771,0.163,-3.612,-1.301,10.000,19.068,0.200,0.071,CIRCLE
0.864,-3.577,-1.306,0.797,0.175,-3.612,-1.301,10.000,19.801,0.200,0.072,CIRCLE
0.896,-3.575,-1.306,0.823,0.186,-3.612,-1.301,10.000,20.535,0.200,0.074,CIRCLE
0.928,-3.572,-1.306,0.850,0.198,-3.612,-1.301,10.000,21.268,0.200,0.076,CIRCLE
0.960,-3.569,-1.306,0.878,0.210,-3.612,-1.301,10.000,22.002,0.200,0.077,CIRCLE
0.992,-3.567,-1.307,0.906,0.222,-3.612,-1.301,10.000,22.735,0.200,0.078,CIRCLE
1.024,-3.564,-1.307,0.935,0.234,-3.612,-1.301,10.000,23.468,0.200,0.079,CIRCLE
1.056,-3.561,-1.307,0.964,0.246,-3.612,-1.301,10.000,24.202,0.200,0.081,CIRCLE
1.088,-3.559,-1.307,0.994,0.259,-3.612,-1.301,10.000,24.935,0.200,0.081,CIRCLE
1.120,-3.556,-1.308,1.025,0.271,-3.612,-1.301,10.000,25.669,0.200,0.082,CIRCLE
1.152,-3.553,-1.308,1.055,0.284,-3.612,-1.301,10.000,26.402,0.200,0.083,CIRCLE
1.184,-3.550,-1.308,1.087,0.297,-3.612,-1.301,10.000,27.135,0.200,0.083,CIRCLE
1.216,-3.547,-1.308,1.118,0.310,-3.612,-1.301,10.000,27.869,0.200,0.084,CIRCLE
1.248,-3.544,-1.308,1.150,0.323,-3.612,-1.301,10.000,28.602,0.200,0.084,CIRCLE
1.280,-3.542,-1.308,1.183,0.337,-3.612,-1.301,10.000,29.335,0.200,0.085,CIRCLE
1.312,-3.539,-1.309,1.216,0.350,-3.612,-1.301,10.000,30.069,0.200,0.085,CIRCLE
1.344,-3.536,-1.309,1.249,0.364,-3.612,-1.301,10.000,30.802,0.200,0.085,CIRCLE
1.376,-3.533,-1.309,1.282,0.377,-3.612,-1.301,10.000,31.536,0.200,0.086,CIRCLE
1.408,-3.530,-1.309,1.316,0.391,-3.612,-1.301,10.000,32.269,0.200,0.086,CIRCLE
1.440,-3.527,-1.309,1.350,0.404,-3.612,-1.301,10.000,33.002,0.200,0.086,CIRCLE
1.472,-3.524,-1.309,1.385,0.418,-3.612,-1.301,10.000,33.736,0.200,0.086,CIRCLE
1.504,-3.520,-1.309,1.420,0.432,-3.612,-1.301,10.000,34.469,0.200,0.086,CIRCLE
1.536,-3.517,-1.309,1.455,0.445,-3.612,-1.301,10.000,35.203,0.200,0.087,CIRCLE
1.568,-3.514,-1.309,1.491,0.459,-3.612,-1.301,10.000,35.936,0.200,0.087,CIRCLE
1.600,-3.511,-1.309,1.526,0.473,-3.612,-1.301,10.000,36.669,0.200,0.087,CIRCLE
1.632,-3.508,-1.309,1.562,0.487,-3.612,-1.301,10.000,37.403,0.200,0.088,CIRCLE
1.664,-3.505,-1.309,1.599,0.500,-3.612,-1.301,10.000,38.136,0.200,0.088,CIRCLE
1.696,-3.502,-1.309,1.635,0.514,-3.612,-1.301,10.000,38.869,0.200,0.089,CIRCLE
1.728,-3.498,-1.309,1.672,0.528,-3.612,-1.301,10.000,39.603,0.200,0.089,CIRCLE
1.760,-3.495,-1.309,1.709,0.542,-3.612,-1.301,10.000,40.336,0.200,0.090,CIRCLE
1.792,-3.492,-1.309,1.747,0.556,-3.612,-1.301,10.000,41.070,0.200,0.090,CIRCLE
1.824,-3.488,-1.309,1.784,0.570,-3.612,-1.301,10.000,41.803,0.200,0.091,CIRCLE
1.856,-3.485,-1.308,1.822,0.584,-3.612,-1.301,10.000,42.536,0.200,0.092,CIRCLE
1.888,-3.481,-1.308,1.860,0.598,-3.612,-1.301,10.000,43.270,0.200,0.093,CIRCLE
1.920,-3.478,-1.308,1.898,0.612,-3.612,-1.301,10.000,44.003,0.200,0.094,CIRCLE
1.952,-3.474,-1.308,1.937,0.626,-3.612,-1.301,10.000,44.737,0.200,0.095,CIRCLE
1.984,-3.471,-1.308,1.976,0.640,-3.612,-1.301,10.000,45.470,0.200,0.095,CIRCLE
2.016,-3.467,-1.307,2.015,0.654,-3.612,-1.301,10.000,46.203,0.200,0.096,CIRCLE
2.048,-3.463,-1.307,2.054,0.668,-3.612,-1.301,10.000,46.937,0.200,0.097,CIRCLE
2.080,-3.459,-1.307,2.093,0.682,-3.612,-1.301,10.000,47.670,0.200,0.098,CIRCLE
2.112,-3.456,-1.307,2.133,0.696,-3.612,-1.301,10.000,48.404,0.200,0.099,CIRCLE
2.144,-3.452,-1.306,2.173,0.710,-3.612,-1.301,10.000,49.137,0.200,0.100,CIRCLE
2.176,-3.448,-1.306,2.213,0.724,-3.612,-1.301,10.000,49.870,0.200,0.100,CIRCLE
2.208,-3.444,-1.305,2.253,0.738,-3.612,-1.301,10.000,50.604,0.200,0.101,CIRCLE
2.240,-3.440,-1.305,2.294,0.752,-3.612,-1.301,10.000,51.337,0.200,0.102,CIRCLE
2.272,-3.436,-1.304,2.334,0.766,-3.612,-1.301,10.000,52.070,0.200,0.102,CIRCLE
2.304,-3.431,-1.304,2.375,0.779,-3.612,-1.301,10.000,52.804,0.200,0.103,CIRCLE
2.336,-3.427,-1.304,2.416,0.793,-3.612,-1.301,10.000,53.537,0.200,0.103,CIRCLE
2.368,-3.423,-1.303,2.457,0.807,-3.612,-1.301,10.000,54.271,0.200,0.103,CIRCLE
2.400,-3.419,-1.302,2.498,0.821,-3.612,-1.301,10.000,55.004,0.200,0.103,CIRCLE
2.432,-3.414,-1.302,2.539,0.835,-3.612,-1.301,10.000,55.737,0.200,0.104,CIRCLE
2.464,-3.410,-1.301,2.581,0.849,-3.612,-1.301,10.000,56.471,0.200,0.104,CIRCLE
2.496,-3.406,-1.301,2.622,0.863,-3.612,-1.301,10.000,57.204,0.200,0.103,CIRCLE
2.528,-3.402,-1.300,2.664,0.877,-3.612,-1.301,10.000,57.938,0.200,0.103,CIRCLE
2.560,-3.397,-1.299,2.706,0.891,-3.612,-1.301,10.000,58.671,0.200,0.103,CIRCLE
2.592,-3.393,-1.298,2.747,0.905,-3.612,-1.301,10.000,59.404,0.200,0.103,CIRCLE
2.624,-3.388,-1.298,2.789,0.919,-3.612,-1.301,10.000,60.138,0.200,0.102,CIRCLE
2.656,-3.384,-1.297,2.831,0.933,-3.612,-1.301,10.000,60.871,0.200,0.102,CIRCLE
2.688,-3.380,-1.296,2.874,0.947,-3.612,-1.301,10.000,61.604,0.200,0.101,CIRCLE
2.720,-3.375,-1.295,2.916,0.960,-3.612,-1.301,10.000,62.338,0.200,0.101,CIRCLE
2.752,-3.371,-1.294,2.958,0.974,-3.612,-1.301,10.000,63.071,0.200,0.100,CIRCLE
2.784,-3.367,-1.293,3.001,0.988,-3.612,-1.301,10.000,63.805,0.200,0.100,CIRCLE
2.816,-3.363,-1.292,3.043,1.002,-3.612,-1.301,10.000,64.538,0.200,0.099,CIRCLE
2.848,-3.358,-1.291,3.086,1.016,-3.612,-1.301,10.000,65.271,0.200,0.099,CIRCLE
2.880,-3.354,-1.290,3.129,1.030,-3.612,-1.301,10.000,66.005,0.200,0.099,CIRCLE
2.912,-3.350,-1.289,3.171,1.043,-3.612,-1.301,10.000,66.738,0.200,0.098,CIRCLE
2.944,-3.345,-1.287,3.214,1.057,-3.612,-1.301,10.000,67.472,0.200,0.098,CIRCLE
2.976,-3.341,-1.286,3.257,1.071,-3.612,-1.301,10.000,68.205,0.200,0.098,CIRCLE
3.008,-3.337,-1.285,3.300,1.085,-3.612,-1.301,10.000,68.938,0.200,0.098,CIRCLE
3.040,-3.332,-1.284,3.343,1.099,-3.612,-1.301,10.000,69.672,0.200,0.098,CIRCLE
3.072,-3.328,-1.282,3.387,1.112,-3.612,-1.301,10.000,70.405,0.200,0.098,CIRCLE
3.104,-3.324,-1.281,3.430,1.126,-3.612,-1.301,10.000,71.138,0.200,0.098,CIRCLE
3.136,-3.319,-1.279,3.473,1.140,-3.612,-1.301,10.000,71.872,0.200,0.098,CIRCLE
3.168,-3.315,-1.278,3.517,1.154,-3.612,-1.301,10.000,72.605,0.200,0.098,CIRCLE
3.200,-3.311,-1.276,3.561,1.167,-3.612,-1.301,10.000,73.339,0.200,0.098,CIRCLE
3.232,-3.306,-1.275,3.604,1.181,-3.612,-1.301,10.000,74.072,0.200,0.098,CIRCLE
3.264,-3.302,-1.273,3.648,1.195,-3.612,-1.301,10.000,74.805,0.200,0.099,CIRCLE
3.296,-3.297,-1.272,3.692,1.209,-3.612,-1.301,10.000,75.539,0.200,0.099,CIRCLE
3.328,-3.293,-1.270,3.736,1.223,-3.612,-1.301,10.000,76.272,0.200,0.099,CIRCLE
3.360,-3.288,-1.268,3.780,1.236,-3.612,-1.301,10.000,77.006,0.200,0.099,CIRCLE
3.392,-3.284,-1.266,3.825,1.250,-3.612,-1.301,10.000,77.739,0.200,0.100,CIRCLE
3.424,-3.279,-1.264,3.869,1.264,-3.612,-1.301,10.000,78.472,0.200,0.100,CIRCLE
3.456,-3.274,-1.262,3.913,1.277,-3.612,-1.301,10.000,79.206,0.200,0.100,CIRCLE
3.488,-3.270,-1.260,3.958,1.291,-3.612,-1.301,10.000,79.939,0.200,0.100,CIRCLE
3.520,-3.265,-1.258,4.003,1.305,-3.612,-1.301,10.000,80.673,0.200,0.100,CIRCLE
3.552,-3.260,-1.256,4.047,1.318,-3.612,-1.301,10.000,81.406,0.200,0.100,CIRCLE
3.584,-3.255,-1.254,4.092,1.332,-3.612,-1.301,10.000,82.139,0.200,0.100,CIRCLE
3.616,-3.250,-1.252,4.137,1.346,-3.612,-1.301,10.000,82.873,0.200,0.100,CIRCLE
3.648,-3.245,-1.250,4.182,1.359,-3.612,-1.301,10.000,83.606,0.200,0.100,CIRCLE
3.680,-3.240,-1.247,4.227,1.373,-3.612,-1.301,10.000,84.339,0.200,0.100,CIRCLE
3.712,-3.235,-1.245,4.272,1.386,-3.612,-1.301,10.000,85.073,0.200,0.100,CIRCLE
3.744,-3.231,-1.243,4.317,1.400,-3.612,-1.301,10.000,85.806,0.200,0.099,CIRCLE
3.776,-3.226,-1.240,4.362,1.414,-3.612,-1.301,10.000,86.540,0.200,0.099,CIRCLE
3.808,-3.221,-1.238,4.407,1.427,-3.612,-1.301,10.000,87.273,0.200,0.098,CIRCLE
3.840,-3.216,-1.235,4.453,1.441,-3.612,-1.301,10.000,88.006,0.200,0.098,CIRCLE
3.872,-3.211,-1.233,4.498,1.455,-3.612,-1.301,10.000,88.740,0.200,0.097,CIRCLE
3.904,-3.206,-1.230,4.544,1.468,-3.612,-1.301,10.000,89.473,0.200,0.097,CIRCLE
3.936,-3.201,-1.228,4.589,1.482,-3.612,-1.301,10.000,90.207,0.200,0.096,CIRCLE
3.968,-3.196,-1.225,4.634,1.495,-3.612,-1.301,10.000,90.940,0.200,0.096,CIRCLE
4.000,-3.191,-1.222,4.680,1.509,-3.612,-1.301,10.000,91.673,0.200,0.095,CIRCLE
4.032,-3.186,-1.219,4.726,1.523,-3.612,-1.301,10.000,92.407,0.200,0.094,CIRCLE
4.064,-3.181,-1.217,4.771,1.536,-3.612,-1.301,10.000,93.140,0.200,0.094,CIRCLE
4.096,-3.177,-1.214,4.817,1.550,-3.612,-1.301,10.000,93.873,0.200,0.093,CIRCLE
4.128,-3.172,-1.211,4.863,1.563,-3.612,-1.301,10.000,94.607,0.200,0.093,CIRCLE
4.160,-3.167,-1.208,4.909,1.577,-3.612,-1.301,10.000,95.340,0.200,0.092,CIRCLE
4.192,-3.162,-1.205,4.954,1.590,-3.612,-1.301,10.000,96.074,0.200,0.092,CIRCLE
4.224,-3.158,-1.202,5.000,1.604,-3.612,-1.301,10.000,96.807,0.200,0.091,CIRCLE
4.256,-3.153,-1.199,5.046,1.617,-3.612,-1.301,10.000,97.540,0.200,0.091,CIRCLE
4.288,-3.149,-1.195,5.092,1.631,-3.612,-1.301,10.000,98.274,0.200,0.090,CIRCLE
4.320,-3.144,-1.192,5.138,1.644,-3.612,-1.301,10.000,99.007,0.200,0.090,CIRCLE
4.352,-3.140,-1.189,5.185,1.658,-3.612,-1.301,10.000,99.741,0.200,0.090,CIRCLE
4.384,-3.135,-1.186,5.231,1.671,-3.612,-1.301,10.000,100.474,0.200,0.090,CIRCLE
4.416,-3.131,-1.182,5.277,1.685,-3.612,-1.301,10.000,101.207,0.200,0.089,CIRCLE
4.448,-3.127,-1.179,5.323,1.698,-3.612,-1.301,10.000,101.941,0.200,0.089,CIRCLE
4.480,-3.122,-1.175,5.370,1.712,-3.612,-1.301,10.000,102.674,0.200,0.089,CIRCLE
4.512,-3.118,-1.172,5.416,1.725,-3.612,-1.301,10.000,103.408,0.200,0.089,CIRCLE
4.544,-3.114,-1.168,5.463,1.739,-3.612,-1.301,10.000,104.141,0.200,0.089,CIRCLE
4.576,-3.109,-1.164,5.509,1.752,-3.612,-1.301,10.000,104.874,0.200,0.088,CIRCLE
4.608,-3.105,-1.161,5.556,1.766,-3.612,-1.301,10.000,105.608,0.200,0.088,CIRCLE
4.640,-3.101,-1.157,5.603,1.779,-3.612,-1.301,10.000,106.341,0.200,0.088,CIRCLE
4.672,-3.096,-1.153,5.649,1.793,-3.612,-1.301,10.000,107.074,0.200,0.088,CIRCLE
4.704,-3.092,-1.149,5.696,1.806,-3.612,-1.301,10.000,107.808,0.200,0.088,CIRCLE
4.736,-3.088,-1.145,5.743,1.820,-3.612,-1.301,10.000,108.541,0.200,0.088,CIRCLE
4.768,-3.083,-1.141,5.790,1.833,-3.612,-1.301,10.000,109.275,0.200,0.087,CIRCLE
4.800,-3.079,-1.137,5.837,1.847,-3.612,-1.301,10.000,110.008,0.200,0.087,CIRCLE
4.832,-3.075,-1.133,5.884,1.860,-3.612,-1.301,10.000,110.741,0.200,0.087,CIRCLE
4.864,-3.070,-1.129,5.931,1.873,-3.612,-1.301,10.000,111.475,0.200,0.086,CIRCLE
4.896,-3.066,-1.124,5.979,1.887,-3.612,-1.301,10.000,112.208,0.200,0.086,CIRCLE
4.928,-3.062,-1.120,6.026,1.900,-3.612,-1.301,10.000,112.942,0.200,0.085,CIRCLE
4.960,-3.057,-1.115,6.073,1.914,-3.612,-1.301,10.000,113.675,0.200,0.085,CIRCLE
4.992,-3.053,-1.111,6.121,1.927,-3.612,-1.301,10.000,114.408,0.200,0.084,CIRCLE
5.024,-3.049,-1.106,6.168,1.940,-3.612,-1.301,10.000,115.142,0.200,0.084,CIRCLE
5.056,-3.044,-1.102,6.216,1.954,-3.612,-1.301,10.000,115.875,0.200,0.083,CIRCLE
5.088,-3.040,-1.097,6.263,1.967,-3.612,-1.301,10.000,116.608,0.200,0.083,CIRCLE
5.120,-3.036,-1.092,6.311,1.981,-3.612,-1.301,10.000,117.342,0.200,0.082,CIRCLE
5.152,-3.031,-1.088,6.359,1.994,-3.612,-1.301,10.000,118.075,0.200,0.081,CIRCLE
5.184,-3.027,-1.083,6.406,2.007,-3.612,-1.301,10.000,118.809,0.200,0.081,CIRCLE
5.216,-3.023,-1.078,6.454,2.021,-3.612,-1.301,10.000,119.542,0.200,0.080,CIRCLE
5.248,-3.019,-1.073,6.502,2.034,-3.612,-1.301,10.000,120.275,0.200,0.080,CIRCLE
5.280,-3.015,-1.068,6.549,2.047,-3.612,-1.301,10.000,121.009,0.200,0.079,CIRCLE
5.312,-3.011,-1.063,6.597,2.061,-3.612,-1.301,10.000,121.742,0.200,0.078,CIRCLE
5.344,-3.007,-1.058,6.645,2.074,-3.612,-1.301,10.000,122.476,0.200,0.078,CIRCLE
5.376,-3.003,-1.053,6.693,2.087,-3.612,-1.301,10.000,123.209,0.200,0.077,CIRCLE
5.408,-2.999,-1.048,6.741,2.101,-3.612,-1.301,10.000,123.942,0.200,0.077,CIRCLE
5.440,-2.995,-1.043,6.789,2.114,-3.612,-1.301,10.000,124.676,0.200,0.077,CIRCLE
5.472,-2.991,-1.037,6.837,2.127,-3.612,-1.301,10.000,125.409,0.200,0.076,CIRCLE
5.504,-2.988,-1.032,6.885,2.141,-3.612,-1.301,10.000,126.142,0.200,0.076,CIRCLE
5.536,-2.984,-1.027,6.933,2.154,-3.612,-1.301,10.000,126.876,0.200,0.076,CIRCLE
5.568,-2.981,-1.022,6.982,2.167,-3.612,-1.301,10.000,127.609,0.200,0.075,CIRCLE
5.600,-2.977,-1.016,7.030,2.181,-3.612,-1.301,10.000,128.343,0.200,0.075,CIRCLE
5.632,-2.974,-1.011,7.078,2.194,-3.612,-1.301,10.000,129.076,0.200,0.075,CIRCLE
5.664,-2.971,-1.006,7.127,2.207,-3.612,-1.301,10.000,129.809,0.200,0.075,CIRCLE
5.696,-2.967,-1.000,7.175,2.221,-3.612,-1.301,10.000,130.543,0.200,0.075,CIRCLE
5.728,-2.964,-0.995,7.223,2.234,-3.612,-1.301,10.000,131.276,0.200,0.074,CIRCLE
5.760,-2.961,-0.989,7.272,2.247,-3.612,-1.301,10.000,132.010,0.200,0.074,CIRCLE
5.792,-2.958,-0.984,7.321,2.261,-3.612,-1.301,10.000,132.743,0.200,0.074,CIRCLE
5.824,-2.955,-0.978,7.369,2.274,-3.612,-1.301,10.000,133.476,0.200,0.074,CIRCLE
5.856,-2.952,-0.972,7.418,2.287,-3.612,-1.301,10.000,134.210,0.200,0.074,CIRCLE
5.888,-2.950,-0.967,7.467,2.301,-3.612,-1.301,10.000,134.943,0.200,0.074,CIRCLE
5.920,-2.947,-0.961,7.515,2.314,-3.612,-1.301,10.000,135.677,0.200,0.073,CIRCLE
5.952,-2.944,-0.955,7.564,2.327,-3.612,-1.301,10.000,136.410,0.200,0.073,CIRCLE
5.984,-2.941,-0.949,7.613,2.340,-3.612,-1.301,10.000,137.143,0.200,0.073,CIRCLE
6.016,-2.939,-0.943,7.662,2.354,-3.612,-1.301,10.000,137.877,0.200,0.072,CIRCLE
6.048,-2.936,-0.938,7.711,2.367,-3.612,-1.301,10.000,138.610,0.200,0.072,CIRCLE
6.080,-2.934,-0.932,7.760,2.380,-3.612,-1.301,10.000,139.343,0.200,0.071,CIRCLE
6.112,-2.931,-0.926,7.809,2.393,-3.612,-1.301,10.000,140.077,0.200,0.071,CIRCLE
6.144,-2.929,-0.919,7.859,2.407,-3.612,-1.301,10.000,140.810,0.200,0.070,CIRCLE
6.176,-2.926,-0.913,7.907,2.420,-3.612,-1.301,10.000,141.544,0.200,0.069,CIRCLE
6.208,-2.924,-0.907,7.956,2.433,-3.612,-1.301,10.000,142.277,0.200,0.069,CIRCLE
6.240,-2.922,-0.901,8.005,2.446,-3.612,-1.301,10.000,143.010,0.200,0.068,CIRCLE
6.272,-2.919,-0.895,8.053,2.459,-3.612,-1.301,10.000,143.744,0.200,0.067,CIRCLE
6.304,-2.917,-0.888,8.100,2.473,-3.612,-1.301,10.000,144.477,0.200,0.066,CIRCLE
